age,gender,vehicle_age,vehicle_type,annual_mileage,driving_violations,claim_amount,previous_claims,credit_score,region,is_fraud
24,F,8,suv,13502,0,3319,1,501,suburban,0
74,F,3,sports,3717,2,2922,1,567,rural,0
58,M,7,sports,19947,1,2456,0,771,urban,0
46,M,5,truck,10187,0,756,3,656,rural,0
63,M,7,suv,9104,1,5014,0,715,rural,0
32,M,4,sports,14752,0,6958,0,451,suburban,1
53,M,1,truck,14019,0,5313,0,577,suburban,0
47,F,7,sedan,6132,0,2855,1,713,suburban,0
48,F,6,sedan,19815,1,1759,0,476,suburban,0
64,M,5,sports,6295,0,3418,1,785,rural,0
55,M,3,sports,11037,0,6540,1,752,suburban,0
49,M,5,sedan,3652,0,2380,0,504,rural,0
20,M,4,luxury,22857,1,1177,0,552,urban,0
30,F,6,truck,14796,0,3022,0,516,rural,0
43,F,4,sports,9948,0,15685,0,719,rural,0
46,M,3,sedan,11563,1,7490,0,621,urban,0
28,F,6,sedan,6406,1,1372,0,846,rural,1
81,M,5,sedan,16477,0,9827,0,706,suburban,0
67,M,5,sedan,4179,0,1045,0,527,urban,0
54,F,8,sedan,15309,0,9614,0,482,urban,0
46,M,4,sedan,7116,0,2010,2,490,suburban,0
41,F,5,sports,18949,0,3031,1,519,urban,0
30,M,4,truck,8607,2,1032,1,558,suburban,0
46,M,3,sedan,12441,0,13588,2,647,urban,0
48,M,4,sedan,20184,0,1398,2,621,rural,0
26,M,4,sedan,14142,0,1359,0,496,rural,0
50,F,4,sedan,14869,2,1819,1,550,rural,1
42,M,7,sedan,11808,0,2052,1,716,suburban,0
18,F,3,suv,9911,0,5573,2,590,urban,0
32,F,4,suv,13512,1,1360,0,514,rural,0
38,M,9,sedan,12497,0,3513,1,800,urban,0
73,F,4,sedan,14957,0,7947,1,677,urban,0
53,M,2,luxury,19130,1,13663,0,590,urban,0
24,F,5,luxury,10791,1,3838,0,666,rural,0
52,F,5,truck,9413,0,1475,0,621,urban,0
21,M,3,suv,7776,1,3245,2,598,urban,1
61,M,11,sports,13239,0,500,0,759,urban,0
37,F,3,truck,16452,0,2142,0,424,urban,0
43,M,5,truck,10253,0,722,0,539,urban,1
64,M,7,sedan,14059,0,1267,1,646,urban,0
25,F,7,sedan,9456,1,1908,1,711,urban,0
24,F,5,sports,14402,1,10451,0,614,suburban,0
36,M,5,luxury,8644,0,3297,1,752,rural,0
60,F,5,sedan,14362,1,1606,1,678,rural,0
22,M,1,suv,10395,0,837,0,811,urban,1
18,M,2,sports,1411,0,1668,0,489,urban,0
38,F,7,sports,13010,0,3658,0,643,rural,0
53,M,3,sedan,13827,0,2819,1,591,urban,0
63,F,2,sports,9868,0,5764,1,630,suburban,0
38,M,4,luxury,3314,0,5156,1,674,urban,0
38,M,4,sedan,14560,0,500,0,695,urban,0
62,M,7,luxury,11127,0,3763,1,606,rural,0
18,F,5,luxury,11274,0,21010,0,559,suburban,0
39,F,3,suv,12640,1,23519,2,645,urban,0
47,M,5,sedan,16711,0,4550,1,629,urban,0
51,F,5,suv,6921,1,1189,2,809,urban,0
37,F,3,suv,7052,0,3852,1,588,urban,0
45,M,6,sports,15851,0,13030,1,766,suburban,0
18,F,3,truck,19171,1,15585,2,666,rural,0
35,F,5,sedan,17111,0,872,0,676,urban,0
51,F,11,luxury,11078,1,1287,1,697,rural,0
30,M,2,sports,8686,1,3213,0,647,suburban,0
45,M,4,suv,18175,2,5759,0,765,urban,0
51,F,8,suv,18544,2,2455,1,637,suburban,0
39,M,7,sedan,9965,1,2610,3,733,urban,0
47,F,3,sports,16581,0,2277,0,594,urban,0
30,M,8,luxury,17552,1,3498,0,808,urban,0
41,F,6,suv,5963,0,4338,1,785,suburban,0
54,M,4,sports,6160,0,2170,1,647,rural,0
47,F,3,luxury,11805,0,2747,2,436,urban,0
36,M,9,sports,4151,0,2838,1,633,suburban,1
48,F,7,suv,9303,0,2674,0,446,suburban,0
55,M,4,suv,12060,1,1746,0,697,urban,0
18,M,5,luxury,10757,0,3628,0,644,urban,0
62,M,5,sports,3017,0,1232,2,638,urban,0
39,F,0,suv,14965,0,1601,2,560,urban,0
51,F,2,sports,9692,1,554,0,707,suburban,0
62,F,5,sedan,3043,2,1727,0,553,urban,0
24,M,2,luxury,13798,0,3317,1,514,rural,0
34,F,7,truck,12451,0,5340,1,713,rural,0
40,M,5,luxury,15752,0,3720,1,437,rural,0
33,M,7,suv,11807,0,16458,0,557,suburban,0
71,M,7,sports,12358,2,7517,0,576,suburban,0
32,F,5,luxury,13573,2,6437,2,630,suburban,0
36,M,5,truck,8582,0,1491,0,578,suburban,0
48,F,4,sedan,12471,1,2360,0,549,urban,0
26,F,5,suv,16056,0,799,0,522,urban,0
39,M,6,sports,17942,0,8348,1,534,rural,0
49,F,7,sedan,21126,1,7889,3,597,suburban,0
40,M,4,suv,15327,1,3691,1,486,rural,0
43,M,6,luxury,6632,1,3929,1,575,suburban,0
37,F,13,luxury,15484,0,9979,0,634,suburban,0
22,M,4,truck,11097,1,2619,0,779,rural,0
49,M,3,sedan,19398,0,1138,0,589,urban,0
71,M,7,luxury,7016,0,4883,0,703,suburban,0
45,F,3,truck,18587,1,15732,2,696,rural,1
48,F,6,sports,19963,1,880,1,850,rural,1
55,F,5,sports,14621,0,1005,0,729,urban,0
25,M,7,sedan,19873,0,8696,0,567,rural,0
70,M,4,sports,18600,0,12720,0,510,urban,0
48,F,8,luxury,12127,0,5197,1,725,urban,0
69,F,9,sports,5199,0,3339,2,426,suburban,0
34,F,8,luxury,7972,0,2177,1,850,rural,0
72,F,6,truck,4996,0,5808,1,685,suburban,0
56,F,5,luxury,16063,2,3726,0,702,urban,0
53,M,3,luxury,8592,2,2610,0,705,rural,0
48,F,4,sedan,9924,0,2229,2,696,urban,0
41,M,4,sports,14503,1,2414,0,661,suburban,1
63,M,6,luxury,14185,0,6833,1,599,rural,0
47,M,5,sedan,9554,0,2377,1,656,urban,0
18,M,3,sedan,14485,0,5710,0,583,rural,1
28,F,6,sedan,20548,0,13701,0,635,suburban,0
42,M,5,suv,17265,1,3601,1,470,urban,0
49,F,8,sedan,11410,0,19764,1,587,urban,0
44,M,3,sedan,16423,1,2883,2,732,rural,0
63,F,5,luxury,5385,1,500,1,493,rural,0
18,F,2,sedan,10857,1,11281,0,560,suburban,0
47,M,4,sedan,11080,1,1641,0,537,urban,0
18,F,6,suv,14407,0,2472,2,672,urban,0
56,M,4,suv,3852,0,860,2,474,rural,0
43,F,6,sedan,15313,0,1634,1,579,rural,0
51,M,1,sedan,2469,0,1854,3,518,suburban,0
32,M,8,luxury,26271,1,1730,1,577,rural,0
64,F,4,luxury,4163,0,4681,0,608,urban,0
60,F,4,suv,10497,1,3085,0,760,urban,0
53,M,7,luxury,22205,0,23474,1,569,urban,1
43,M,4,sports,16533,0,1716,0,614,urban,0
53,F,4,truck,20293,0,2502,2,721,rural,0
34,M,5,suv,13060,0,14451,1,755,urban,0
57,M,4,suv,20052,0,500,1,724,urban,0
69,M,6,luxury,17249,0,4204,0,609,suburban,0
61,F,6,truck,16501,2,3839,2,496,rural,0
34,M,5,truck,9528,1,2704,1,531,urban,0
50,M,2,sedan,13376,1,1139,1,719,rural,1
25,F,6,suv,10534,0,9283,0,675,suburban,0
53,M,6,sedan,13710,0,958,3,580,urban,0
51,M,5,luxury,3449,0,1258,0,837,suburban,0
18,M,2,truck,15951,1,1107,0,653,urban,0
27,M,5,sedan,16753,0,1150,0,708,rural,0
40,F,8,truck,12927,0,9155,3,752,suburban,0
40,M,5,sedan,13058,1,15410,2,669,urban,0
26,M,4,sedan,13445,0,3590,0,541,suburban,0
50,M,6,truck,12166,0,914,1,557,rural,0
48,M,5,luxury,18799,0,734,0,589,suburban,0
42,M,4,sports,11511,0,6161,0,572,suburban,1
33,F,4,sports,17469,0,1334,2,577,urban,0
60,F,5,suv,12930,0,529,1,740,suburban,0
69,M,4,sports,11318,1,1069,0,842,suburban,1
37,M,2,truck,23467,0,4289,3,684,rural,1
35,F,4,suv,7397,0,500,3,535,rural,1
52,F,5,sports,8471,0,2648,1,590,urban,1
39,F,3,sports,13068,1,25282,1,478,rural,0
42,M,1,sedan,5402,0,3858,0,594,rural,0
56,M,7,sedan,5177,1,3650,3,548,urban,0
18,M,5,sports,16820,2,565,1,613,suburban,0
64,M,4,suv,17895,0,7323,0,740,suburban,0
46,M,2,truck,8721,2,34723,1,628,urban,0
38,M,8,sports,6106,0,1520,1,667,rural,0
43,F,5,truck,12944,1,5514,2,713,rural,0
44,F,5,suv,11131,0,5664,2,505,suburban,1
19,M,5,luxury,5754,0,1284,0,632,suburban,1
67,M,7,suv,16316,1,500,0,564,rural,0
45,M,5,luxury,10512,0,1991,1,594,suburban,1
51,F,3,sedan,14596,0,13278,1,687,urban,1
59,F,8,truck,10764,1,1906,0,681,suburban,1
29,F,5,sedan,11700,0,5115,0,552,suburban,0
52,F,4,truck,3949,0,9526,1,755,rural,0
40,M,11,suv,21745,0,500,1,689,rural,0
57,F,2,sports,13302,0,596,0,440,urban,0
18,F,2,sports,12411,1,6509,1,580,suburban,0
43,M,7,luxury,13556,0,500,2,788,suburban,0
35,M,2,sports,2948,0,503,1,745,urban,0
51,M,5,truck,12718,2,4952,3,618,rural,0
52,F,4,sports,4836,0,2130,0,596,urban,0
34,M,4,sedan,9737,0,6370,0,604,suburban,0
34,F,5,sports,9781,1,2519,1,552,suburban,0
43,F,4,sedan,14403,0,1318,1,644,rural,0
31,F,5,luxury,11118,1,2057,0,709,urban,0
57,F,2,luxury,6074,0,6828,1,801,suburban,0
39,M,3,suv,19362,0,9408,0,702,rural,0
18,M,4,suv,6167,0,1483,0,741,suburban,0
39,F,3,suv,14691,1,1556,0,591,urban,0
29,M,5,sedan,15332,0,2714,0,651,rural,0
20,F,7,suv,13090,1,2149,2,665,rural,1
26,F,3,luxury,12660,1,6656,1,507,suburban,0
46,M,7,sports,15335,0,3368,0,741,urban,0
64,M,5,sedan,10625,0,2199,0,685,rural,0
49,F,3,suv,16630,2,9728,0,546,rural,0
35,M,5,suv,10347,2,568,2,616,suburban,0
51,F,4,luxury,15842,0,3695,3,494,urban,1
38,M,3,sports,14403,0,5738,0,616,suburban,0
34,F,4,truck,13165,1,500,2,649,urban,0
27,F,3,sports,3641,1,1822,1,484,urban,0
18,M,8,suv,14410,0,2696,0,505,rural,1
39,M,4,suv,8674,1,500,1,664,rural,0
47,F,2,sports,13699,1,13109,0,635,rural,0
43,M,4,sports,15759,0,15315,0,695,suburban,0
38,M,6,luxury,10535,0,2509,0,594,rural,0
30,F,1,truck,4293,1,1543,2,665,suburban,1
54,F,5,sedan,14258,0,604,3,514,rural,0
25,M,7,sedan,9529,0,2606,1,810,rural,0
56,M,3,truck,18933,0,3044,0,711,suburban,0
29,F,2,luxury,4852,1,11088,0,671,rural,0
33,F,5,sports,13978,2,17074,0,568,rural,0
22,F,5,suv,11249,1,2122,2,700,suburban,0
37,F,9,truck,11437,0,2096,1,667,rural,0
59,F,2,luxury,16646,0,553,1,772,urban,0
52,F,6,truck,13368,0,1124,2,499,rural,0
59,F,5,suv,12252,1,2613,0,704,suburban,0
52,F,3,sedan,10039,1,1725,1,698,suburban,0
28,M,4,sports,12075,1,5273,1,546,urban,0
40,M,5,luxury,3164,1,10417,0,525,suburban,0
33,M,5,sedan,10645,0,1841,1,689,rural,0
64,F,7,suv,9575,0,12204,1,786,suburban,0
27,M,2,truck,12064,1,11681,0,623,rural,0
58,F,6,luxury,12372,0,1689,0,599,suburban,0
58,M,7,luxury,11660,2,2270,1,535,suburban,0
72,F,8,sedan,13094,0,2622,1,807,rural,0
38,F,2,sedan,10216,0,12776,0,663,suburban,1
55,M,9,suv,1424,0,5913,0,653,suburban,0
79,F,1,sedan,1000,1,4319,1,618,suburban,0
35,M,9,luxury,10822,1,20233,1,695,urban,0
21,M,3,sports,3320,1,7494,0,684,urban,0
18,M,3,suv,26993,0,29657,0,586,suburban,1
55,M,5,suv,11300,1,2127,1,641,rural,0
18,M,6,sports,22110,0,1451,2,617,suburban,0
39,M,8,suv,4995,0,792,1,702,rural,1
51,M,6,suv,16048,0,3084,2,696,rural,0
47,M,5,sedan,10719,1,8337,0,628,urban,1
51,M,6,suv,4129,1,1928,0,497,suburban,0
48,F,4,luxury,11955,0,2178,1,520,urban,0
64,F,3,sedan,7481,0,5895,3,800,suburban,0
30,M,5,truck,16818,0,500,1,675,suburban,0
34,F,6,luxury,9485,0,938,0,759,suburban,0
33,F,6,truck,6636,0,25513,0,756,suburban,0
57,M,7,sedan,16296,1,603,0,598,rural,0
58,M,4,luxury,21068,1,22328,0,541,rural,0
51,F,5,sedan,11101,0,2620,1,850,suburban,0
62,M,8,truck,11937,2,9160,1,656,suburban,1
27,M,2,sports,10174,0,2768,1,680,rural,0
70,M,10,suv,7127,2,762,0,641,urban,0
67,F,6,sports,11897,0,5034,1,744,urban,0
56,M,5,sports,12996,0,934,0,722,urban,0
71,F,5,sedan,3848,0,1835,1,576,suburban,0
20,M,5,sedan,4062,0,803,0,657,suburban,0
37,M,1,suv,6885,0,500,0,485,suburban,0
33,F,3,sports,6841,0,736,0,810,rural,0
55,M,8,luxury,8173,0,6564,0,713,urban,0
29,F,3,sedan,21590,0,4547,0,679,suburban,0
56,F,5,sports,13932,2,2604,1,635,urban,0
65,M,4,truck,10969,0,2209,0,605,urban,0
55,M,2,sedan,12432,0,7664,0,726,urban,0
49,F,10,suv,11792,0,8863,0,636,rural,0
30,F,3,sports,10322,0,1083,0,646,rural,0
32,M,7,sedan,11541,0,5514,3,643,suburban,0
63,M,10,suv,8819,2,33996,0,702,urban,0
56,M,3,suv,9689,0,1628,0,665,suburban,0
44,M,2,truck,11146,1,17524,0,630,rural,0
38,M,3,suv,12461,1,4049,0,624,suburban,0
18,F,5,sedan,11295,0,21362,1,647,suburban,0
28,F,9,sedan,7231,1,12655,1,673,suburban,0
73,F,3,luxury,17005,1,9057,1,672,urban,0
25,F,5,sports,10262,1,2976,0,705,rural,1
47,M,4,sports,7523,1,3742,0,491,suburban,0
60,F,5,truck,24862,1,1729,0,673,rural,0
26,M,7,sports,1000,1,808,1,746,suburban,0
47,M,7,suv,12349,0,500,2,620,suburban,0
59,M,4,sedan,10353,0,9189,0,610,rural,1
45,M,8,suv,19208,0,1404,1,484,rural,0
85,M,7,sports,18562,0,5007,1,712,rural,0
19,F,6,luxury,14227,1,2573,0,596,urban,0
60,M,9,sports,12616,0,5082,0,494,urban,0
42,M,7,truck,6969,1,3968,1,498,suburban,0
56,M,3,sedan,17764,0,771,2,616,suburban,0
51,F,2,suv,10569,1,646,0,591,suburban,0
34,M,5,sports,18536,0,519,0,794,urban,0
48,M,11,sedan,12875,0,3911,0,754,rural,1
18,M,1,suv,9414,1,23799,2,578,rural,0
54,F,5,sports,15256,0,1327,1,649,rural,0
49,M,7,sports,11109,0,11414,3,780,urban,0
54,F,8,sports,10176,0,578,0,523,suburban,0
60,F,3,truck,11365,0,582,1,623,urban,0
50,M,9,truck,15176,1,1693,1,730,rural,0
47,F,7,suv,14155,0,2366,0,728,urban,0
31,F,3,suv,7229,1,9029,0,555,urban,0
34,M,10,sedan,18440,1,2620,0,732,suburban,0
62,M,6,luxury,6480,0,990,0,478,rural,0
66,M,4,sedan,11600,0,2367,2,742,urban,0
41,M,1,luxury,9323,0,8620,0,760,suburban,0
45,F,8,sports,15197,0,1348,1,697,urban,0
31,F,5,sports,9596,1,3421,0,749,suburban,0
62,M,7,sedan,17603,0,1678,0,653,urban,0
54,M,3,truck,16638,1,2253,0,595,suburban,0
74,M,5,truck,8650,2,4741,1,744,rural,0
31,F,3,suv,16596,0,1913,0,826,urban,0
39,M,5,suv,19030,1,500,0,595,suburban,0
48,F,6,sedan,13988,1,2159,3,711,rural,0
54,F,8,truck,13617,1,1616,0,451,urban,0
41,F,3,sports,12711,0,2660,2,692,rural,1
31,F,4,sports,14584,1,3052,0,495,urban,0
58,M,6,truck,10737,1,24881,3,708,suburban,0
55,M,4,sedan,8468,0,2391,0,793,rural,0
31,M,5,suv,16215,1,6134,1,719,suburban,0
65,F,11,sedan,15558,0,2013,2,722,urban,0
62,F,2,truck,11045,0,4673,1,624,rural,0
47,M,11,sedan,11983,3,2337,1,637,suburban,0
46,F,7,truck,12823,1,1812,1,732,urban,0
53,F,7,sedan,19776,0,5551,0,586,rural,1
32,F,6,luxury,6275,0,4149,0,698,rural,0
45,M,5,sports,13467,0,13003,1,657,rural,0
18,M,5,luxury,13187,1,2027,0,717,rural,0
58,M,4,truck,16692,0,2059,2,629,rural,0
21,F,5,sports,9980,2,1423,0,757,rural,0
67,M,3,luxury,10727,1,2396,1,633,rural,0
40,M,3,sedan,16439,0,3963,2,715,suburban,0
41,M,4,sedan,8124,1,3365,1,581,urban,0
35,F,5,sports,16866,2,8297,2,584,suburban,0
40,F,3,truck,8968,0,2349,0,581,suburban,0
66,F,7,luxury,8955,1,938,0,673,urban,1
18,F,3,truck,13848,0,1354,0,715,rural,1
64,F,8,sedan,11194,0,992,0,698,suburban,0
50,M,8,suv,13243,0,1594,3,733,suburban,0
26,M,6,suv,15422,0,6425,0,481,urban,0
28,F,7,truck,18068,1,1024,1,678,urban,0
70,F,7,sedan,7663,0,2166,1,502,suburban,0
30,M,6,sedan,11665,1,7931,0,621,suburban,0
27,F,5,suv,12377,0,950,1,672,rural,0
62,F,8,suv,16873,1,4050,1,727,urban,0
50,F,4,luxury,11697,1,2209,1,660,urban,0
30,F,5,luxury,6959,0,3593,1,759,suburban,0
48,F,4,suv,10695,1,2168,2,666,suburban,0
29,M,6,truck,7909,2,862,0,737,rural,0
61,M,4,sports,10278,0,500,0,642,rural,0
60,F,1,sedan,9237,0,2794,0,562,urban,0
52,F,6,sedan,9105,0,2449,1,590,urban,0
50,M,7,sedan,15370,1,2404,2,796,suburban,0
71,F,7,luxury,5697,2,5332,1,414,suburban,0
44,M,8,suv,15224,0,4233,0,539,urban,0
27,F,6,luxury,19079,1,784,4,567,rural,0
51,M,8,suv,15367,0,11476,1,672,suburban,0
76,M,10,truck,10880,0,2718,1,596,rural,0
29,F,1,luxury,15627,2,537,1,738,suburban,0
39,F,4,suv,6097,0,2855,2,506,rural,0
51,M,5,truck,10701,0,500,0,581,suburban,0
44,F,6,luxury,8722,0,2210,1,494,suburban,0
30,M,5,sedan,12917,0,40571,1,623,urban,0
61,F,8,truck,9720,1,14553,0,596,suburban,0
79,F,4,luxury,6903,0,2646,1,622,suburban,0
47,F,3,suv,8343,0,24139,1,739,rural,0
31,M,4,sedan,6729,0,5954,0,636,urban,0
21,M,6,suv,6086,1,4554,2,548,rural,0
48,F,2,sports,12229,0,4248,1,842,urban,1
61,M,5,sports,15928,2,25921,1,631,suburban,0
52,F,6,luxury,14724,0,11387,0,723,urban,0
44,M,2,truck,6337,0,2220,0,654,urban,0
36,F,9,truck,8037,0,21225,0,749,urban,0
28,M,3,luxury,7016,0,3289,0,688,urban,0
57,M,4,luxury,4719,0,7404,0,715,rural,0
58,M,7,sedan,1035,1,12299,1,726,suburban,0
21,M,3,suv,3796,0,914,1,680,urban,0
68,M,2,suv,13356,0,2281,0,626,urban,1
53,M,4,sports,10757,0,17958,0,620,urban,0
65,F,3,sports,12815,0,1092,1,643,suburban,0
24,F,4,luxury,12536,0,6630,0,689,rural,0
24,M,5,truck,22166,0,7506,1,614,suburban,0
42,F,4,truck,13508,0,768,2,620,urban,0
52,M,7,sedan,14724,0,500,2,637,urban,0
71,F,6,sports,19338,0,2100,0,612,urban,0
55,F,3,sedan,13544,0,5376,1,588,suburban,0
41,F,10,suv,21264,2,804,3,665,rural,1
29,F,2,luxury,13141,0,3103,0,666,rural,0
63,M,5,truck,11762,0,12901,1,636,urban,0
30,F,2,sports,18228,1,7951,1,650,suburban,0
69,F,3,sports,11586,0,35375,2,475,urban,0
40,F,3,luxury,4305,0,977,0,669,urban,0
68,M,3,luxury,15313,1,18393,2,576,urban,0
55,F,5,sports,5697,1,1227,0,850,urban,0
42,M,4,sports,6989,1,500,0,637,urban,0
37,M,4,truck,15787,1,4203,1,524,suburban,0
39,F,3,truck,18413,1,2090,0,531,rural,0
51,M,3,luxury,7714,0,6280,1,546,urban,0
46,F,3,suv,13870,1,7181,0,804,rural,0
36,F,9,suv,11863,0,3498,3,693,rural,0
42,F,2,luxury,3721,1,2624,0,762,urban,0
46,F,5,luxury,10942,1,3286,2,489,suburban,0
18,F,4,sedan,17226,1,12687,2,705,rural,0
51,F,2,suv,10540,1,4151,1,735,suburban,0
30,F,2,sports,6756,1,2987,1,520,urban,0
27,M,7,sedan,19085,0,1098,1,850,suburban,0
19,M,9,sedan,4390,2,3276,0,599,rural,0
18,F,7,luxury,5903,0,3154,0,589,rural,0
24,F,2,truck,13381,1,1162,3,837,rural,0
34,M,3,sedan,14096,1,956,0,716,suburban,0
74,F,4,luxury,8646,1,3931,1,474,rural,0
37,M,7,sedan,4976,0,3578,3,639,suburban,0
47,M,7,truck,16314,0,15752,1,651,urban,0
51,F,5,luxury,7296,0,2084,1,807,urban,0
46,F,2,truck,5766,2,3337,1,650,urban,0
43,M,5,truck,7091,0,982,0,606,urban,0
27,M,5,sports,11761,1,500,2,659,suburban,0
66,F,5,truck,10882,1,714,0,664,rural,0
72,F,5,truck,8714,0,11487,2,490,suburban,0
19,M,8,truck,11122,1,21311,0,617,suburban,0
29,M,3,suv,15708,1,5054,1,570,urban,0
40,M,5,sports,14760,0,3879,2,658,suburban,0
30,F,2,suv,19227,1,12677,1,595,suburban,0
52,F,6,truck,10370,0,1296,1,752,rural,0
34,F,4,suv,15791,0,993,1,620,urban,1
77,M,11,luxury,14543,0,4909,0,519,urban,0
62,M,8,suv,9431,1,5258,0,645,rural,0
48,F,4,luxury,19194,1,3105,1,687,urban,0
60,M,4,sedan,23220,1,2316,0,485,suburban,0
61,M,5,sports,11417,0,2000,0,626,rural,1
36,M,5,suv,11319,0,3838,0,850,urban,0
32,M,4,sedan,15274,0,1501,1,551,urban,0
46,M,8,truck,8181,0,29753,1,707,suburban,1
57,F,7,luxury,15631,1,5420,0,732,urban,1
47,F,7,suv,20503,0,874,1,643,rural,0
21,F,2,sedan,15584,0,1152,0,629,rural,0
32,F,6,sedan,9370,0,1580,1,700,rural,0
43,F,7,sports,14169,0,26332,0,498,urban,0
43,M,3,truck,13162,0,1003,0,488,rural,0
74,M,5,sports,5530,0,6949,0,649,rural,0
24,M,3,suv,16179,0,2593,0,677,suburban,0
52,F,5,truck,9594,0,2303,0,616,suburban,0
67,M,5,suv,19702,1,6561,1,775,urban,0
79,M,6,luxury,18939,0,3592,2,664,urban,0
38,M,2,suv,19106,1,2605,1,822,urban,0
52,F,9,truck,13741,0,534,1,600,rural,0
53,M,9,suv,15814,1,1398,0,676,rural,0
47,M,4,sports,16761,0,2953,0,635,rural,0
43,F,4,sedan,20424,0,5377,0,635,urban,0
51,F,2,suv,10502,0,2886,1,676,suburban,0
18,M,3,truck,8991,1,1514,2,712,urban,0
55,F,10,sports,3852,1,2217,2,567,rural,0
46,M,9,truck,10675,0,25669,0,649,suburban,1
41,F,8,luxury,12221,2,500,0,522,rural,0
75,M,6,sedan,5666,0,2176,0,670,urban,0
34,M,3,sports,14119,0,10388,0,596,urban,0
38,F,6,sedan,17299,0,2531,1,680,suburban,0
74,F,8,suv,8036,2,1384,0,701,suburban,0
32,F,5,sedan,14151,0,6255,2,778,suburban,0
36,F,5,suv,10856,1,7805,0,577,suburban,0
42,M,2,sports,12874,0,9355,1,478,urban,1
57,F,3,truck,15219,0,5130,0,744,suburban,0
48,M,8,sports,10138,0,9138,1,498,suburban,0
25,M,11,truck,9844,0,5465,1,486,suburban,1
37,M,4,truck,6856,1,1289,0,515,urban,0
35,F,5,sedan,8262,2,2780,0,440,rural,0
43,M,4,truck,14305,1,3234,1,652,urban,0
51,M,3,luxury,12784,0,8210,0,850,urban,0
51,F,3,luxury,6037,2,1772,1,630,rural,0
18,M,5,sedan,7971,0,5254,1,694,suburban,0
60,M,4,sedan,12881,0,12075,0,691,suburban,0
48,M,5,sports,19687,0,753,0,650,suburban,0
65,F,5,luxury,8858,1,500,0,848,rural,0
51,M,2,luxury,5962,0,6429,3,753,suburban,0
61,M,1,truck,8289,0,2637,1,641,rural,1
51,M,1,sports,11538,0,13489,0,787,suburban,0
65,F,1,sports,6966,0,67836,1,623,rural,0
52,F,4,sports,12773,0,12183,1,516,urban,0
43,F,7,suv,14985,0,769,1,777,suburban,1
79,M,2,truck,11576,1,21967,1,701,suburban,1
58,M,2,sedan,11240,0,5970,1,641,urban,0
53,M,7,sports,16322,1,6089,0,704,rural,0
25,M,1,truck,16051,1,833,0,784,rural,0
25,M,6,truck,8896,2,1855,1,580,rural,0
49,F,7,truck,11109,0,3380,0,571,rural,0
47,M,3,luxury,20571,0,2872,0,580,suburban,0
35,M,5,sedan,13358,1,3861,2,622,suburban,0
47,F,7,sports,17486,1,1902,1,691,urban,0
68,F,6,sedan,8803,1,9878,3,591,suburban,0
55,M,11,sedan,7177,0,13202,0,581,urban,0
27,F,4,luxury,9514,2,957,0,570,urban,0
43,F,9,sedan,10167,0,1302,1,660,urban,0
32,F,9,sedan,13495,0,500,0,576,rural,0
39,M,7,truck,14992,2,500,0,768,urban,1
38,F,5,truck,9834,0,1155,1,626,rural,0
37,M,3,sports,5958,1,8101,0,565,urban,0
26,F,4,suv,12399,0,1556,0,749,rural,0
43,M,6,sports,18654,1,5442,0,715,urban,0
36,M,4,sports,20952,0,5744,2,693,suburban,0
18,M,4,truck,2043,2,3025,0,579,suburban,0
75,F,7,sedan,15200,0,1990,0,712,rural,0
61,F,2,luxury,19233,0,3552,1,554,suburban,0
39,F,2,sports,9412,0,607,1,505,suburban,0
45,M,5,suv,12680,0,10565,0,613,urban,0
27,F,5,sports,15720,0,1749,5,476,rural,0
70,F,3,sedan,16092,0,18348,0,539,urban,0
73,M,4,sports,9442,0,4916,1,662,suburban,0
47,F,6,sedan,18888,0,11127,1,644,suburban,1
60,M,4,sedan,11809,1,3075,2,625,rural,0
47,F,1,luxury,8888,1,1606,2,666,urban,0
24,M,2,luxury,6910,0,23835,0,732,rural,0
38,M,3,sports,16057,0,1361,0,737,rural,0
46,F,9,luxury,7313,0,1897,1,780,rural,0
38,M,3,suv,18093,1,1063,2,491,urban,0
41,F,5,truck,16724,1,1212,0,637,suburban,0
43,F,3,sports,4187,0,3395,0,668,urban,0
43,F,2,luxury,14504,2,1672,3,621,suburban,0
45,F,5,suv,3911,0,4656,0,608,rural,0
29,M,6,truck,7133,1,5987,0,723,urban,0
34,M,4,suv,20841,0,657,0,705,suburban,0
25,M,9,sports,11931,0,7226,0,690,urban,0
59,F,10,truck,8854,1,512,1,589,urban,0
18,F,5,luxury,6398,1,3678,0,481,urban,0
62,M,5,sedan,18420,1,2769,0,629,rural,0
65,M,3,luxury,17889,0,1282,1,622,rural,0
40,F,6,sedan,13021,0,2312,1,850,suburban,0
18,F,6,suv,13641,0,17677,1,788,suburban,0
39,F,3,sedan,13672,1,12318,3,632,suburban,1
44,M,5,sedan,13772,2,21530,1,661,rural,0
29,F,7,suv,16065,0,4925,0,631,rural,0
37,M,6,suv,9035,2,2364,0,536,suburban,1
67,F,7,sedan,4277,0,7359,0,711,suburban,0
54,M,3,sedan,18592,2,7768,1,576,rural,0
31,F,7,sports,6414,2,749,0,748,urban,0
21,M,5,luxury,15419,0,3077,1,661,suburban,0
40,M,8,truck,14071,0,695,1,786,suburban,0
41,M,8,suv,10706,0,2060,0,673,urban,0
52,F,7,suv,8759,0,7223,0,687,urban,0
36,M,6,sedan,13300,1,916,0,713,rural,0
52,M,6,suv,18561,0,25774,0,548,suburban,0
